date,score,country,term,translated_term,score_difference,date_str,orig_score_diff,display_term,renamed_term,iso_num,iso_alpha,score_diff_positive
2020-09-13,65,uk,pasta,pasta,8,2020-09-13,8,pasta,pasta,826.0,GBR,positive
2020-09-20,68,uk,pasta,pasta,13,2020-09-20,13,pasta,pasta,826.0,GBR,positive
2020-09-27,70,uk,pasta,pasta,13,2020-09-27,13,pasta,pasta,826.0,GBR,positive
2020-10-04,68,uk,pasta,pasta,9,2020-10-04,9,pasta,pasta,826.0,GBR,positive
2020-10-11,69,uk,pasta,pasta,14,2020-10-11,14,pasta,pasta,826.0,GBR,positive
2020-10-18,68,uk,pasta,pasta,11,2020-10-18,11,pasta,pasta,826.0,GBR,positive
2020-10-25,65,uk,pasta,pasta,11,2020-10-25,11,pasta,pasta,826.0,GBR,positive
2020-11-01,66,uk,pasta,pasta,9,2020-11-01,9,pasta,pasta,826.0,GBR,positive
2019-11-03,85,ger,restaurant,restaurant,11,2019-11-03,11,restaurant,restaurant,276.0,DEU,positive
2019-11-10,85,ger,restaurant,restaurant,8,2019-11-10,8,restaurant,restaurant,276.0,DEU,positive
2019-11-17,83,ger,restaurant,restaurant,9,2019-11-17,9,restaurant,restaurant,276.0,DEU,positive
2019-11-24,79,ger,restaurant,restaurant,5,2019-11-24,5,restaurant,restaurant,276.0,DEU,positive
2019-12-01,80,ger,restaurant,restaurant,3,2019-12-01,3,restaurant,restaurant,276.0,DEU,positive
2019-12-08,80,ger,restaurant,restaurant,3,2019-12-08,3,restaurant,restaurant,276.0,DEU,positive
2019-12-15,80,ger,restaurant,restaurant,6,2019-12-15,6,restaurant,restaurant,276.0,DEU,positive
2019-12-22,100,ger,restaurant,restaurant,7,2019-12-22,7,restaurant,restaurant,276.0,DEU,positive
2019-12-29,99,ger,restaurant,restaurant,15,2019-12-29,15,restaurant,restaurant,276.0,DEU,positive
2020-01-05,80,ger,restaurant,restaurant,10,2020-01-05,10,restaurant,restaurant,276.0,DEU,positive
2020-01-12,79,ger,restaurant,restaurant,9,2020-01-12,9,restaurant,restaurant,276.0,DEU,positive
2020-01-19,78,ger,restaurant,restaurant,11,2020-01-19,11,restaurant,restaurant,276.0,DEU,positive
2020-01-26,78,ger,restaurant,restaurant,9,2020-01-26,9,restaurant,restaurant,276.0,DEU,positive
2020-02-02,77,ger,restaurant,restaurant,2,2020-02-02,2,restaurant,restaurant,276.0,DEU,positive
2020-02-09,85,ger,restaurant,restaurant,3,2020-02-09,3,restaurant,restaurant,276.0,DEU,positive
2020-02-16,77,ger,restaurant,restaurant,5,2020-02-16,5,restaurant,restaurant,276.0,DEU,positive
2020-02-23,73,ger,restaurant,restaurant,2,2020-02-23,-2,restaurant,restaurant,276.0,DEU,negative
2020-03-01,74,ger,restaurant,restaurant,7,2020-03-01,-7,restaurant,restaurant,276.0,DEU,negative
2020-03-08,55,ger,restaurant,restaurant,19,2020-03-08,-19,restaurant,restaurant,276.0,DEU,negative
2020-03-15,40,ger,restaurant,restaurant,37,2020-03-15,-37,restaurant,restaurant,276.0,DEU,negative
2020-03-22,26,ger,restaurant,restaurant,51,2020-03-22,-51,restaurant,restaurant,276.0,DEU,negative
2020-03-29,27,ger,restaurant,restaurant,45,2020-03-29,-45,restaurant,restaurant,276.0,DEU,negative
2020-04-05,27,ger,restaurant,restaurant,46,2020-04-05,-46,restaurant,restaurant,276.0,DEU,negative
2020-04-12,26,ger,restaurant,restaurant,57,2020-04-12,-57,restaurant,restaurant,276.0,DEU,negative
2020-04-19,26,ger,restaurant,restaurant,50,2020-04-19,-50,restaurant,restaurant,276.0,DEU,negative
2020-04-26,30,ger,restaurant,restaurant,45,2020-04-26,-45,restaurant,restaurant,276.0,DEU,negative
2020-05-03,37,ger,restaurant,restaurant,41,2020-05-03,-41,restaurant,restaurant,276.0,DEU,negative
2020-05-10,49,ger,restaurant,restaurant,25,2020-05-10,-25,restaurant,restaurant,276.0,DEU,negative
2020-05-17,63,ger,restaurant,restaurant,7,2020-05-17,-7,restaurant,restaurant,276.0,DEU,negative
2020-05-24,60,ger,restaurant,restaurant,17,2020-05-24,-17,restaurant,restaurant,276.0,DEU,negative
2020-05-31,70,ger,restaurant,restaurant,1,2020-05-31,-1,restaurant,restaurant,276.0,DEU,negative
2020-06-07,74,ger,restaurant,restaurant,3,2020-06-07,-3,restaurant,restaurant,276.0,DEU,negative
2020-06-14,71,ger,restaurant,restaurant,8,2020-06-14,-8,restaurant,restaurant,276.0,DEU,negative
2020-06-21,73,ger,restaurant,restaurant,5,2020-06-21,5,restaurant,restaurant,276.0,DEU,positive
2020-06-28,81,ger,restaurant,restaurant,6,2020-06-28,6,restaurant,restaurant,276.0,DEU,positive
2020-07-05,87,ger,restaurant,restaurant,8,2020-07-05,8,restaurant,restaurant,276.0,DEU,positive
2020-07-12,92,ger,restaurant,restaurant,10,2020-07-12,10,restaurant,restaurant,276.0,DEU,positive
2020-07-19,99,ger,restaurant,restaurant,16,2020-07-19,16,restaurant,restaurant,276.0,DEU,positive
2020-07-26,99,ger,restaurant,restaurant,10,2020-07-26,10,restaurant,restaurant,276.0,DEU,positive
2020-08-02,97,ger,restaurant,restaurant,6,2020-08-02,6,restaurant,restaurant,276.0,DEU,positive
2020-08-09,96,ger,restaurant,restaurant,8,2020-08-09,8,restaurant,restaurant,276.0,DEU,positive
2020-08-16,98,ger,restaurant,restaurant,17,2020-08-16,17,restaurant,restaurant,276.0,DEU,positive
2020-08-23,98,ger,restaurant,restaurant,19,2020-08-23,19,restaurant,restaurant,276.0,DEU,positive
2020-08-30,93,ger,restaurant,restaurant,11,2020-08-30,11,restaurant,restaurant,276.0,DEU,positive
2020-09-06,96,ger,restaurant,restaurant,16,2020-09-06,16,restaurant,restaurant,276.0,DEU,positive
2020-09-13,93,ger,restaurant,restaurant,11,2020-09-13,11,restaurant,restaurant,276.0,DEU,positive
2020-09-20,92,ger,restaurant,restaurant,11,2020-09-20,11,restaurant,restaurant,276.0,DEU,positive
2020-09-27,88,ger,restaurant,restaurant,5,2020-09-27,-5,restaurant,restaurant,276.0,DEU,negative
2020-10-04,88,ger,restaurant,restaurant,2,2020-10-04,2,restaurant,restaurant,276.0,DEU,positive
2020-10-11,82,ger,restaurant,restaurant,6,2020-10-11,-6,restaurant,restaurant,276.0,DEU,negative
2020-10-18,72,ger,restaurant,restaurant,14,2020-10-18,-14,restaurant,restaurant,276.0,DEU,negative
2020-10-25,68,ger,restaurant,restaurant,23,2020-10-25,-23,restaurant,restaurant,276.0,DEU,negative
2020-11-01,35,ger,restaurant,restaurant,50,2020-11-01,-50,restaurant,restaurant,276.0,DEU,negative
2019-11-03,77,nl,restaurant,restaurant,1,2019-11-03,1,restaurant,restaurant,533.0,NLD,positive
2019-11-10,75,nl,restaurant,restaurant,2,2019-11-10,2,restaurant,restaurant,533.0,NLD,positive
2019-11-17,75,nl,restaurant,restaurant,6,2019-11-17,6,restaurant,restaurant,533.0,NLD,positive
2019-11-24,70,nl,restaurant,restaurant,1,2019-11-24,1,restaurant,restaurant,533.0,NLD,positive
2019-12-01,71,nl,restaurant,restaurant,2,2019-12-01,2,restaurant,restaurant,533.0,NLD,positive
2019-12-08,68,nl,restaurant,restaurant,1,2019-12-08,1,restaurant,restaurant,533.0,NLD,positive
2019-12-15,67,nl,restaurant,restaurant,4,2019-12-15,-4,restaurant,restaurant,533.0,NLD,negative
2019-12-22,81,nl,restaurant,restaurant,3,2019-12-22,3,restaurant,restaurant,533.0,NLD,positive
2019-12-29,77,nl,restaurant,restaurant,0,2019-12-29,0,restaurant,restaurant,533.0,NLD,positive
2020-01-05,68,nl,restaurant,restaurant,1,2020-01-05,1,restaurant,restaurant,533.0,NLD,positive
2020-01-12,75,nl,restaurant,restaurant,10,2020-01-12,10,restaurant,restaurant,533.0,NLD,positive
2020-01-19,73,nl,restaurant,restaurant,7,2020-01-19,7,restaurant,restaurant,533.0,NLD,positive
2020-01-26,70,nl,restaurant,restaurant,4,2020-01-26,4,restaurant,restaurant,533.0,NLD,positive
2020-02-02,71,nl,restaurant,restaurant,1,2020-02-02,-1,restaurant,restaurant,533.0,NLD,negative
2020-02-09,78,nl,restaurant,restaurant,3,2020-02-09,3,restaurant,restaurant,533.0,NLD,positive
2020-02-16,74,nl,restaurant,restaurant,1,2020-02-16,1,restaurant,restaurant,533.0,NLD,positive
2020-02-23,77,nl,restaurant,restaurant,8,2020-02-23,8,restaurant,restaurant,533.0,NLD,positive
2020-03-01,66,nl,restaurant,restaurant,3,2020-03-01,-3,restaurant,restaurant,533.0,NLD,negative
2020-03-08,52,nl,restaurant,restaurant,13,2020-03-08,-13,restaurant,restaurant,533.0,NLD,negative
2020-03-15,31,nl,restaurant,restaurant,36,2020-03-15,-36,restaurant,restaurant,533.0,NLD,negative
2020-03-22,25,nl,restaurant,restaurant,43,2020-03-22,-43,restaurant,restaurant,533.0,NLD,negative
2020-03-29,26,nl,restaurant,restaurant,40,2020-03-29,-40,restaurant,restaurant,533.0,NLD,negative
2020-04-05,26,nl,restaurant,restaurant,45,2020-04-05,-45,restaurant,restaurant,533.0,NLD,negative
2020-04-12,26,nl,restaurant,restaurant,42,2020-04-12,-42,restaurant,restaurant,533.0,NLD,negative
2020-04-19,26,nl,restaurant,restaurant,44,2020-04-19,-44,restaurant,restaurant,533.0,NLD,negative
2020-04-26,30,nl,restaurant,restaurant,48,2020-04-26,-48,restaurant,restaurant,533.0,NLD,negative
2020-05-03,33,nl,restaurant,restaurant,35,2020-05-03,-35,restaurant,restaurant,533.0,NLD,negative
2020-05-10,34,nl,restaurant,restaurant,37,2020-05-10,-37,restaurant,restaurant,533.0,NLD,negative
2020-05-17,37,nl,restaurant,restaurant,30,2020-05-17,-30,restaurant,restaurant,533.0,NLD,negative
2020-05-24,40,nl,restaurant,restaurant,38,2020-05-24,-38,restaurant,restaurant,533.0,NLD,negative
2020-05-31,59,nl,restaurant,restaurant,9,2020-05-31,-9,restaurant,restaurant,533.0,NLD,negative
2020-06-07,64,nl,restaurant,restaurant,8,2020-06-07,-8,restaurant,restaurant,533.0,NLD,negative
2020-06-14,68,nl,restaurant,restaurant,0,2020-06-14,0,restaurant,restaurant,533.0,NLD,positive
2020-06-21,76,nl,restaurant,restaurant,8,2020-06-21,8,restaurant,restaurant,533.0,NLD,positive
2020-06-28,77,nl,restaurant,restaurant,7,2020-06-28,7,restaurant,restaurant,533.0,NLD,positive
2020-07-05,85,nl,restaurant,restaurant,13,2020-07-05,13,restaurant,restaurant,533.0,NLD,positive
2020-07-12,90,nl,restaurant,restaurant,13,2020-07-12,13,restaurant,restaurant,533.0,NLD,positive
2020-07-19,100,nl,restaurant,restaurant,20,2020-07-19,20,restaurant,restaurant,533.0,NLD,positive
2020-07-26,100,nl,restaurant,restaurant,12,2020-07-26,12,restaurant,restaurant,533.0,NLD,positive
2020-08-02,99,nl,restaurant,restaurant,8,2020-08-02,8,restaurant,restaurant,533.0,NLD,positive
2020-08-09,92,nl,restaurant,restaurant,4,2020-08-09,4,restaurant,restaurant,533.0,NLD,positive
2020-08-16,96,nl,restaurant,restaurant,16,2020-08-16,16,restaurant,restaurant,533.0,NLD,positive
2020-08-23,88,nl,restaurant,restaurant,13,2020-08-23,13,restaurant,restaurant,533.0,NLD,positive
2020-08-30,87,nl,restaurant,restaurant,15,2020-08-30,15,restaurant,restaurant,533.0,NLD,positive
2020-09-06,90,nl,restaurant,restaurant,20,2020-09-06,20,restaurant,restaurant,533.0,NLD,positive
2020-09-13,85,nl,restaurant,restaurant,13,2020-09-13,13,restaurant,restaurant,533.0,NLD,positive
2020-09-20,79,nl,restaurant,restaurant,8,2020-09-20,8,restaurant,restaurant,533.0,NLD,positive
2020-09-27,73,nl,restaurant,restaurant,0,2020-09-27,0,restaurant,restaurant,533.0,NLD,positive
2020-10-04,64,nl,restaurant,restaurant,11,2020-10-04,-11,restaurant,restaurant,533.0,NLD,negative
2020-10-11,55,nl,restaurant,restaurant,27,2020-10-11,-27,restaurant,restaurant,533.0,NLD,negative
2020-10-18,37,nl,restaurant,restaurant,48,2020-10-18,-48,restaurant,restaurant,533.0,NLD,negative
2020-10-25,32,nl,restaurant,restaurant,43,2020-10-25,-43,restaurant,restaurant,533.0,NLD,negative
2020-11-01,27,nl,restaurant,restaurant,50,2020-11-01,-50,restaurant,restaurant,533.0,NLD,negative
2019-11-03,68,uk,restaurant,restaurant,0,2019-11-03,0,restaurant,restaurant,826.0,GBR,positive
2019-11-10,69,uk,restaurant,restaurant,2,2019-11-10,2,restaurant,restaurant,826.0,GBR,positive
2019-11-17,65,uk,restaurant,restaurant,3,2019-11-17,3,restaurant,restaurant,826.0,GBR,positive
2019-11-24,62,uk,restaurant,restaurant,2,2019-11-24,-2,restaurant,restaurant,826.0,GBR,negative
2019-12-01,62,uk,restaurant,restaurant,3,2019-12-01,-3,restaurant,restaurant,826.0,GBR,negative
2019-12-08,72,uk,restaurant,restaurant,7,2019-12-08,7,restaurant,restaurant,826.0,GBR,positive
2019-12-15,71,uk,restaurant,restaurant,6,2019-12-15,6,restaurant,restaurant,826.0,GBR,positive
2019-12-22,70,uk,restaurant,restaurant,3,2019-12-22,3,restaurant,restaurant,826.0,GBR,positive
2019-12-29,77,uk,restaurant,restaurant,6,2019-12-29,6,restaurant,restaurant,826.0,GBR,positive
2020-01-05,65,uk,restaurant,restaurant,0,2020-01-05,0,restaurant,restaurant,826.0,GBR,positive
2020-01-12,68,uk,restaurant,restaurant,3,2020-01-12,3,restaurant,restaurant,826.0,GBR,positive
2020-01-19,71,uk,restaurant,restaurant,2,2020-01-19,2,restaurant,restaurant,826.0,GBR,positive
2020-01-26,67,uk,restaurant,restaurant,5,2020-01-26,5,restaurant,restaurant,826.0,GBR,positive
2020-02-02,69,uk,restaurant,restaurant,2,2020-02-02,-2,restaurant,restaurant,826.0,GBR,negative
2020-02-09,75,uk,restaurant,restaurant,1,2020-02-09,-1,restaurant,restaurant,826.0,GBR,negative
2020-02-16,70,uk,restaurant,restaurant,0,2020-02-16,0,restaurant,restaurant,826.0,GBR,positive
2020-02-23,64,uk,restaurant,restaurant,1,2020-02-23,-1,restaurant,restaurant,826.0,GBR,negative
2020-03-01,61,uk,restaurant,restaurant,3,2020-03-01,-3,restaurant,restaurant,826.0,GBR,negative
2020-03-08,52,uk,restaurant,restaurant,17,2020-03-08,-17,restaurant,restaurant,826.0,GBR,negative
2020-03-15,35,uk,restaurant,restaurant,35,2020-03-15,-35,restaurant,restaurant,826.0,GBR,negative
2020-03-22,22,uk,restaurant,restaurant,47,2020-03-22,-47,restaurant,restaurant,826.0,GBR,negative
2020-03-29,25,uk,restaurant,restaurant,43,2020-03-29,-43,restaurant,restaurant,826.0,GBR,negative
2020-04-05,23,uk,restaurant,restaurant,44,2020-04-05,-44,restaurant,restaurant,826.0,GBR,negative
2020-04-12,25,uk,restaurant,restaurant,42,2020-04-12,-42,restaurant,restaurant,826.0,GBR,negative
2020-04-19,23,uk,restaurant,restaurant,38,2020-04-19,-38,restaurant,restaurant,826.0,GBR,negative
2020-04-26,24,uk,restaurant,restaurant,38,2020-04-26,-38,restaurant,restaurant,826.0,GBR,negative
2020-05-03,24,uk,restaurant,restaurant,38,2020-05-03,-38,restaurant,restaurant,826.0,GBR,negative
2020-05-10,24,uk,restaurant,restaurant,39,2020-05-10,-39,restaurant,restaurant,826.0,GBR,negative
2020-05-17,26,uk,restaurant,restaurant,40,2020-05-17,-40,restaurant,restaurant,826.0,GBR,negative
2020-05-24,24,uk,restaurant,restaurant,43,2020-05-24,-43,restaurant,restaurant,826.0,GBR,negative
2020-05-31,27,uk,restaurant,restaurant,37,2020-05-31,-37,restaurant,restaurant,826.0,GBR,negative
2020-06-07,26,uk,restaurant,restaurant,41,2020-06-07,-41,restaurant,restaurant,826.0,GBR,negative
2020-06-14,28,uk,restaurant,restaurant,38,2020-06-14,-38,restaurant,restaurant,826.0,GBR,negative
2020-06-21,33,uk,restaurant,restaurant,31,2020-06-21,-31,restaurant,restaurant,826.0,GBR,negative
2020-06-28,40,uk,restaurant,restaurant,23,2020-06-28,-23,restaurant,restaurant,826.0,GBR,negative
2020-07-05,53,uk,restaurant,restaurant,14,2020-07-05,-14,restaurant,restaurant,826.0,GBR,negative
2020-07-12,57,uk,restaurant,restaurant,9,2020-07-12,-9,restaurant,restaurant,826.0,GBR,negative
2020-07-19,66,uk,restaurant,restaurant,3,2020-07-19,-3,restaurant,restaurant,826.0,GBR,negative
2020-07-26,68,uk,restaurant,restaurant,4,2020-07-26,-4,restaurant,restaurant,826.0,GBR,negative
2020-08-02,88,uk,restaurant,restaurant,13,2020-08-02,13,restaurant,restaurant,826.0,GBR,positive
2020-08-09,90,uk,restaurant,restaurant,16,2020-08-09,16,restaurant,restaurant,826.0,GBR,positive
2020-08-16,98,uk,restaurant,restaurant,25,2020-08-16,25,restaurant,restaurant,826.0,GBR,positive
2020-08-23,100,uk,restaurant,restaurant,26,2020-08-23,26,restaurant,restaurant,826.0,GBR,positive
2020-08-30,85,uk,restaurant,restaurant,17,2020-08-30,17,restaurant,restaurant,826.0,GBR,positive
2020-09-06,71,uk,restaurant,restaurant,1,2020-09-06,1,restaurant,restaurant,826.0,GBR,positive
2020-09-13,66,uk,restaurant,restaurant,3,2020-09-13,-3,restaurant,restaurant,826.0,GBR,negative
2020-09-20,63,uk,restaurant,restaurant,5,2020-09-20,-5,restaurant,restaurant,826.0,GBR,negative
2020-09-27,61,uk,restaurant,restaurant,7,2020-09-27,-7,restaurant,restaurant,826.0,GBR,negative
2020-10-04,62,uk,restaurant,restaurant,11,2020-10-04,-11,restaurant,restaurant,826.0,GBR,negative
2020-10-11,56,uk,restaurant,restaurant,13,2020-10-11,-13,restaurant,restaurant,826.0,GBR,negative
2020-10-18,54,uk,restaurant,restaurant,17,2020-10-18,-17,restaurant,restaurant,826.0,GBR,negative
2020-10-25,55,uk,restaurant,restaurant,14,2020-10-25,-14,restaurant,restaurant,826.0,GBR,negative
2020-11-01,39,uk,restaurant,restaurant,29,2020-11-01,-29,restaurant,restaurant,826.0,GBR,negative
2019-11-03,72,ger,rice,rei,7,2019-11-03,7,rice,rice,276.0,DEU,positive
2019-11-10,73,ger,rice,rei,5,2019-11-10,5,rice,rice,276.0,DEU,positive
2019-11-17,76,ger,rice,rei,11,2019-11-17,11,rice,rice,276.0,DEU,positive
2019-11-24,68,ger,rice,rei,6,2019-11-24,6,rice,rice,276.0,DEU,positive
2019-12-01,65,ger,rice,rei,8,2019-12-01,8,rice,rice,276.0,DEU,positive
2019-12-08,74,ger,rice,rei,13,2019-12-08,13,rice,rice,276.0,DEU,positive
2019-12-15,63,ger,rice,rei,6,2019-12-15,6,rice,rice,276.0,DEU,positive
2019-12-22,65,ger,rice,rei,9,2019-12-22,9,rice,rice,276.0,DEU,positive
2019-12-29,89,ger,rice,rei,7,2019-12-29,7,rice,rice,276.0,DEU,positive
2020-01-05,95,ger,rice,rei,8,2020-01-05,8,rice,rice,276.0,DEU,positive
2020-01-12,94,ger,rice,rei,11,2020-01-12,11,rice,rice,276.0,DEU,positive
2020-01-19,100,ger,rice,rei,17,2020-01-19,17,rice,rice,276.0,DEU,positive
2020-01-26,90,ger,rice,rei,11,2020-01-26,11,rice,rice,276.0,DEU,positive
2020-02-02,88,ger,rice,rei,9,2020-02-02,9,rice,rice,276.0,DEU,positive
2020-02-09,88,ger,rice,rei,9,2020-02-09,9,rice,rice,276.0,DEU,positive
2020-02-16,82,ger,rice,rei,8,2020-02-16,8,rice,rice,276.0,DEU,positive
2020-02-23,92,ger,rice,rei,21,2020-02-23,21,rice,rice,276.0,DEU,positive
2020-03-01,92,ger,rice,rei,13,2020-03-01,13,rice,rice,276.0,DEU,positive
2020-03-08,91,ger,rice,rei,12,2020-03-08,12,rice,rice,276.0,DEU,positive
2020-03-15,82,ger,rice,rei,5,2020-03-15,5,rice,rice,276.0,DEU,positive
2020-03-22,96,ger,rice,rei,24,2020-03-22,24,rice,rice,276.0,DEU,positive
2020-03-29,99,ger,rice,rei,31,2020-03-29,31,rice,rice,276.0,DEU,positive
2020-04-05,94,ger,rice,rei,25,2020-04-05,25,rice,rice,276.0,DEU,positive
2020-04-12,90,ger,rice,rei,22,2020-04-12,22,rice,rice,276.0,DEU,positive
2020-04-19,91,ger,rice,rei,33,2020-04-19,33,rice,rice,276.0,DEU,positive
2020-04-26,100,ger,rice,rei,29,2020-04-26,29,rice,rice,276.0,DEU,positive
2020-05-03,97,ger,rice,rei,25,2020-05-03,25,rice,rice,276.0,DEU,positive
2020-05-10,92,ger,rice,rei,26,2020-05-10,26,rice,rice,276.0,DEU,positive
2020-05-17,86,ger,rice,rei,14,2020-05-17,14,rice,rice,276.0,DEU,positive
2020-05-24,87,ger,rice,rei,23,2020-05-24,23,rice,rice,276.0,DEU,positive
2020-05-31,83,ger,rice,rei,17,2020-05-31,17,rice,rice,276.0,DEU,positive
2020-06-07,92,ger,rice,rei,32,2020-06-07,32,rice,rice,276.0,DEU,positive
2020-06-14,92,ger,rice,rei,28,2020-06-14,28,rice,rice,276.0,DEU,positive
2020-06-21,81,ger,rice,rei,24,2020-06-21,24,rice,rice,276.0,DEU,positive
2020-06-28,83,ger,rice,rei,21,2020-06-28,21,rice,rice,276.0,DEU,positive
2020-07-05,90,ger,rice,rei,26,2020-07-05,26,rice,rice,276.0,DEU,positive
2020-07-12,87,ger,rice,rei,22,2020-07-12,22,rice,rice,276.0,DEU,positive
2020-07-19,86,ger,rice,rei,21,2020-07-19,21,rice,rice,276.0,DEU,positive
2020-07-26,82,ger,rice,rei,11,2020-07-26,11,rice,rice,276.0,DEU,positive
2020-08-02,84,ger,rice,rei,10,2020-08-02,10,rice,rice,276.0,DEU,positive
2020-08-09,80,ger,rice,rei,8,2020-08-09,8,rice,rice,276.0,DEU,positive
2020-08-16,89,ger,rice,rei,22,2020-08-16,22,rice,rice,276.0,DEU,positive
2020-08-23,88,ger,rice,rei,22,2020-08-23,22,rice,rice,276.0,DEU,positive
2020-08-30,86,ger,rice,rei,17,2020-08-30,17,rice,rice,276.0,DEU,positive
2020-09-06,81,ger,rice,rei,12,2020-09-06,12,rice,rice,276.0,DEU,positive
2020-09-13,84,ger,rice,rei,15,2020-09-13,15,rice,rice,276.0,DEU,positive
2020-09-20,83,ger,rice,rei,17,2020-09-20,17,rice,rice,276.0,DEU,positive
2020-09-27,79,ger,rice,rei,10,2020-09-27,10,rice,rice,276.0,DEU,positive
2020-10-04,81,ger,rice,rei,10,2020-10-04,10,rice,rice,276.0,DEU,positive
2020-10-11,85,ger,rice,rei,10,2020-10-11,10,rice,rice,276.0,DEU,positive
2020-10-18,88,ger,rice,rei,14,2020-10-18,14,rice,rice,276.0,DEU,positive
2020-10-25,82,ger,rice,rei,9,2020-10-25,9,rice,rice,276.0,DEU,positive
2020-11-01,80,ger,rice,rei,8,2020-11-01,8,rice,rice,276.0,DEU,positive
2019-11-03,68,nl,rice,rijst,3,2019-11-03,3,rice,rice,533.0,NLD,positive
2019-11-10,58,nl,rice,rijst,5,2019-11-10,-5,rice,rice,533.0,NLD,negative
2019-11-17,64,nl,rice,rijst,2,2019-11-17,2,rice,rice,533.0,NLD,positive
2019-11-24,67,nl,rice,rijst,9,2019-11-24,9,rice,rice,533.0,NLD,positive
2019-12-01,63,nl,rice,rijst,0,2019-12-01,0,rice,rice,533.0,NLD,positive
2019-12-08,52,nl,rice,rijst,8,2019-12-08,-8,rice,rice,533.0,NLD,negative
2019-12-15,50,nl,rice,rijst,9,2019-12-15,-9,rice,rice,533.0,NLD,negative
2019-12-22,52,nl,rice,rijst,0,2019-12-22,0,rice,rice,533.0,NLD,positive
2019-12-29,66,nl,rice,rijst,1,2019-12-29,1,rice,rice,533.0,NLD,positive
2020-01-05,85,nl,rice,rijst,13,2020-01-05,13,rice,rice,533.0,NLD,positive
2020-01-12,81,nl,rice,rijst,0,2020-01-12,0,rice,rice,533.0,NLD,positive
2020-01-19,81,nl,rice,rijst,13,2020-01-19,13,rice,rice,533.0,NLD,positive
2020-01-26,76,nl,rice,rijst,2,2020-01-26,2,rice,rice,533.0,NLD,positive
2020-02-02,75,nl,rice,rijst,2,2020-02-02,-2,rice,rice,533.0,NLD,negative
2020-02-09,68,nl,rice,rijst,5,2020-02-09,-5,rice,rice,533.0,NLD,negative
2020-02-16,80,nl,rice,rijst,6,2020-02-16,6,rice,rice,533.0,NLD,positive
2020-02-23,80,nl,rice,rijst,16,2020-02-23,16,rice,rice,533.0,NLD,positive
2020-03-01,72,nl,rice,rijst,1,2020-03-01,-1,rice,rice,533.0,NLD,negative
2020-03-08,79,nl,rice,rijst,7,2020-03-08,7,rice,rice,533.0,NLD,positive
2020-03-15,80,nl,rice,rijst,15,2020-03-15,15,rice,rice,533.0,NLD,positive
2020-03-22,89,nl,rice,rijst,18,2020-03-22,18,rice,rice,533.0,NLD,positive
2020-03-29,90,nl,rice,rijst,27,2020-03-29,27,rice,rice,533.0,NLD,positive
2020-04-05,80,nl,rice,rijst,9,2020-04-05,9,rice,rice,533.0,NLD,positive
2020-04-12,86,nl,rice,rijst,33,2020-04-12,33,rice,rice,533.0,NLD,positive
2020-04-19,84,nl,rice,rijst,34,2020-04-19,34,rice,rice,533.0,NLD,positive
2020-04-26,100,nl,rice,rijst,34,2020-04-26,34,rice,rice,533.0,NLD,positive
2020-05-03,92,nl,rice,rijst,21,2020-05-03,21,rice,rice,533.0,NLD,positive
2020-05-10,87,nl,rice,rijst,14,2020-05-10,14,rice,rice,533.0,NLD,positive
2020-05-17,78,nl,rice,rijst,9,2020-05-17,9,rice,rice,533.0,NLD,positive
2020-05-24,81,nl,rice,rijst,23,2020-05-24,23,rice,rice,533.0,NLD,positive
2020-05-31,77,nl,rice,rijst,14,2020-05-31,14,rice,rice,533.0,NLD,positive
2020-06-07,84,nl,rice,rijst,23,2020-06-07,23,rice,rice,533.0,NLD,positive
2020-06-14,73,nl,rice,rijst,17,2020-06-14,17,rice,rice,533.0,NLD,positive
2020-06-21,69,nl,rice,rijst,19,2020-06-21,19,rice,rice,533.0,NLD,positive
2020-06-28,73,nl,rice,rijst,14,2020-06-28,14,rice,rice,533.0,NLD,positive
2020-07-05,78,nl,rice,rijst,15,2020-07-05,15,rice,rice,533.0,NLD,positive
2020-07-12,72,nl,rice,rijst,12,2020-07-12,12,rice,rice,533.0,NLD,positive
2020-07-19,76,nl,rice,rijst,25,2020-07-19,25,rice,rice,533.0,NLD,positive
2020-07-26,77,nl,rice,rijst,10,2020-07-26,10,rice,rice,533.0,NLD,positive
2020-08-02,72,nl,rice,rijst,4,2020-08-02,-4,rice,rice,533.0,NLD,negative
2020-08-09,61,nl,rice,rijst,10,2020-08-09,-10,rice,rice,533.0,NLD,negative
2020-08-16,71,nl,rice,rijst,2,2020-08-16,2,rice,rice,533.0,NLD,positive
2020-08-23,77,nl,rice,rijst,18,2020-08-23,18,rice,rice,533.0,NLD,positive
2020-08-30,80,nl,rice,rijst,10,2020-08-30,10,rice,rice,533.0,NLD,positive
